dataset,table,column,type,description
dt_dv360_1595182791,Click_1595182791,DV360_Total_Media_Cost_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_1_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_1_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_1_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_2_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_2_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_2_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_3_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_3_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_3_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_4_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_4_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_4_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_5_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_5_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_CPM_Fee_5_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_1_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_1_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_1_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_2_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_2_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_2_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_3_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_3_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_3_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_4_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_4_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_4_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_5_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_5_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Media_Fee_5_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Data_Fees_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Data_Fees_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Data_Fees_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Billable_Cost_USD,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Billable_Cost_Partner_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,DV360_Billable_Cost_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Click_1595182791,_LATEST_DATE,DATE,
dt_dv360_1595182791,Click_1595182791,_DATA_DATE,DATE,
dt_dv360_1595182791,Creative_1595182791,name,STRING,
dt_dv360_1595182791,Creative_1595182791,advertiserId,INTEGER,
dt_dv360_1595182791,Creative_1595182791,creativeId,INTEGER,
dt_dv360_1595182791,Creative_1595182791,cmPlacementId,INTEGER,
dt_dv360_1595182791,Creative_1595182791,displayName,STRING,
dt_dv360_1595182791,Creative_1595182791,entityStatus,STRING,
dt_dv360_1595182791,Creative_1595182791,updateTime,TIMESTAMP,
dt_dv360_1595182791,Creative_1595182791,createTime,TIMESTAMP,
dt_dv360_1595182791,Creative_1595182791,fetchTime,TIMESTAMP,
dt_dv360_1595182791,Creative_1595182791,creativeType,STRING,
dt_dv360_1595182791,Creative_1595182791,hostingSource,STRING,
dt_dv360_1595182791,Creative_1595182791,dynamic,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,dimensions,RECORD,
dt_dv360_1595182791,Creative_1595182791,additionalDimensions,RECORD,
dt_dv360_1595182791,Creative_1595182791,mediaDuration,STRING,
dt_dv360_1595182791,Creative_1595182791,creativeAttributes,STRING,
dt_dv360_1595182791,Creative_1595182791,reviewStatus,RECORD,
dt_dv360_1595182791,Creative_1595182791,assets,RECORD,
dt_dv360_1595182791,Creative_1595182791,exitEvents,RECORD,
dt_dv360_1595182791,Creative_1595182791,timerEvents,RECORD,
dt_dv360_1595182791,Creative_1595182791,counterEvents,RECORD,
dt_dv360_1595182791,Creative_1595182791,appendedTag,STRING,
dt_dv360_1595182791,Creative_1595182791,integrationCode,STRING,
dt_dv360_1595182791,Creative_1595182791,notes,STRING,
dt_dv360_1595182791,Creative_1595182791,iasCampaignMonitoring,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,companionCreativeIds,INTEGER,
dt_dv360_1595182791,Creative_1595182791,skippable,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,skipOffset,RECORD,
dt_dv360_1595182791,Creative_1595182791,progressOffset,RECORD,
dt_dv360_1595182791,Creative_1595182791,universalAdId,RECORD,
dt_dv360_1595182791,Creative_1595182791,thirdPartyUrls,RECORD,
dt_dv360_1595182791,Creative_1595182791,transcodes,RECORD,
dt_dv360_1595182791,Creative_1595182791,trackerUrls,STRING,
dt_dv360_1595182791,Creative_1595182791,jsTrackerUrl,STRING,
dt_dv360_1595182791,Creative_1595182791,cmTrackingAd,RECORD,
dt_dv360_1595182791,Creative_1595182791,obaIcon,RECORD,
dt_dv360_1595182791,Creative_1595182791,thirdPartyTag,STRING,
dt_dv360_1595182791,Creative_1595182791,requireMraid,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,requireHtml5,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,requirePingForAttribution,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,expandingDirection,STRING,
dt_dv360_1595182791,Creative_1595182791,expandOnHover,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,vastTagUrl,STRING,
dt_dv360_1595182791,Creative_1595182791,vpaid,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,html5Video,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,lineItemIds,INTEGER,
dt_dv360_1595182791,Creative_1595182791,supportsMp3Audio,BOOLEAN,
dt_dv360_1595182791,Creative_1595182791,supportsOggAudio,BOOLEAN,
dt_dv360_1595182791,Impression_1595182791,Event_Type,STRING,
dt_dv360_1595182791,Impression_1595182791,Event_Sub_Type,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Auction_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,Event_Time,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Request_Time,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Advertiser_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Insertion_Order_ID,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Line_Item_ID,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Creative_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Bid_Price_USD,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Bid_Price_Partner_Currency,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Bid_Price_Advertiser_Currency,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_URL,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Site_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Language,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Adx_Page_Categories,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Matching_Targeted_Keywords,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Exchange_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Attributed_Inventory_Source_External_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Attributed_Inventory_Source_Is_Public,BOOLEAN,
dt_dv360_1595182791,Impression_1595182791,DV360_Ad_Position,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Country_Code,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Designated_Market_Area_DMA_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_ZIP_Postal_Code,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_State_Region_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_City_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Operating_System_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Browser_Platform_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Browser_Timezone_Offset_Minutes,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Net_Speed,INTEGER,
dt_dv360_1595182791,Impression_1595182791,User_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Matching_Targeted_Segments,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_ISP_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Device_Type,INTEGER,
dt_dv360_1595182791,Impression_1595182791,DV360_Mobile_Make_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Mobile_Model_ID,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_View_State,STRING,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Cost_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Cost_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Cost_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Revenue_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Revenue_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Revenue_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Total_Media_Cost_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Total_Media_Cost_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Total_Media_Cost_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_1_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_1_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_1_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_2_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_2_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_2_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_3_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_3_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_3_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_4_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_4_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_4_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_5_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_5_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_CPM_Fee_5_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_1_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_1_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_1_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_2_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_2_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_2_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_3_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_3_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_3_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_4_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_4_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_4_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_5_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_5_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Media_Fee_5_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Data_Fees_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Data_Fees_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Data_Fees_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Billable_Cost_USD,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Billable_Cost_Partner_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,DV360_Billable_Cost_Advertiser_Currency,FLOAT,
dt_dv360_1595182791,Impression_1595182791,Active_View_Eligible_Impressions,INTEGER,
dt_dv360_1595182791,Impression_1595182791,Active_View_Measurable_Impressions,INTEGER,
dt_dv360_1595182791,Impression_1595182791,Active_View_Viewable_Impressions,INTEGER,
dt_dv360_1595182791,Impression_1595182791,_LATEST_DATE,DATE,
dt_dv360_1595182791,Impression_1595182791,_DATA_DATE,DATE,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,advertiserId,INTEGER,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,insertionOrderId,INTEGER,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,updateTime,TIMESTAMP,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,fetchTime,TIMESTAMP,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,name,STRING,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,assignedTargetingOptionId,STRING,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,targetingType,STRING,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,inheritance,STRING,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,channelDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,appCategoryDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,appDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,urlDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,dayAndTimeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,ageRangeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,regionalLocationListDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,proximityLocationListDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,genderDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,videoPlayerSizeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,userRewardedContentDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,parentalStatusDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,contentInstreamPositionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,contentOutstreamPositionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,deviceTypeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,audienceGroupDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,browserDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,householdIncomeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,onScreenPositionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,carrierAndIspDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,keywordDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,negativeKeywordListDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,operatingSystemDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,deviceMakeModelDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,environmentDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,inventorySourceDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,categoryDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,viewabilityDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,authorizedSellerStatusDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,languageDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,geoRegionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,inventorySourceGroupDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,digitalContentLabelExclusionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,sensitiveCategoryExclusionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,exchangeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,subExchangeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,thirdPartyVerifierDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,poiDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,businessChainDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,contentDurationDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,contentStreamTypeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,nativeContentPositionDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,omidDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,audioContentTypeDetails,RECORD,
dt_dv360_1595182791,InsertionOrderTargeting_1595182791,contentGenreDetails,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,name,STRING,
dt_dv360_1595182791,InsertionOrder_1595182791,advertiserId,INTEGER,
dt_dv360_1595182791,InsertionOrder_1595182791,campaignId,INTEGER,
dt_dv360_1595182791,InsertionOrder_1595182791,insertionOrderId,INTEGER,
dt_dv360_1595182791,InsertionOrder_1595182791,displayName,STRING,
dt_dv360_1595182791,InsertionOrder_1595182791,insertionOrderType,STRING,
dt_dv360_1595182791,InsertionOrder_1595182791,entityStatus,STRING,
dt_dv360_1595182791,InsertionOrder_1595182791,updateTime,TIMESTAMP,
dt_dv360_1595182791,InsertionOrder_1595182791,fetchTime,TIMESTAMP,
dt_dv360_1595182791,InsertionOrder_1595182791,partnerCosts,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,pacing,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,frequencyCap,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,integrationDetails,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,bidStrategy,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,kpi,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,budget,RECORD,
dt_dv360_1595182791,InsertionOrder_1595182791,reservationType,STRING,
dt_dv360_1595182791,Partner_1595182791,name,STRING,
dt_dv360_1595182791,Partner_1595182791,partnerId,INTEGER,
dt_dv360_1595182791,Partner_1595182791,updateTime,TIMESTAMP,
dt_dv360_1595182791,Partner_1595182791,displayName,STRING,
dt_dv360_1595182791,Partner_1595182791,entityStatus,STRING,
dt_dv360_1595182791,Partner_1595182791,generalConfig,RECORD,
dt_dv360_1595182791,Partner_1595182791,adServerConfig,RECORD,
dt_dv360_1595182791,Partner_1595182791,dataAccessConfig,RECORD,
dt_dv360_1595182791,Partner_1595182791,exchangeConfig,RECORD,
dt_dv360_1595182791,Partner_1595182791,billingConfig,RECORD,
dt_dv360_1595182791,Partner_1595182791,_LATEST_DATE,DATE,
dt_dv360_1595182791,Partner_1595182791,_DATA_DATE,DATE,
dt_dv360_1595182791,p_Activity_1595182791,Event_Type,STRING,"Contains details related to the event - these are ""VIEW"" and ""CLICK"" for view and click events, but may be ""CONVERSION"" or blank for conversion events"
dt_dv360_1595182791,p_Activity_1595182791,Event_Sub_Type,STRING,"Contains further details related to the event - these are ""VIEW"" and ""CLICK"" for view and click events, but may be ""POSTVIEW"", ""POSTCLICK"" or blank for conversion events"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Auction_ID,STRING,"A string used to join events among view/click/conversion types, for example""ABCDEFGH_abcdefgh-0123456789"". Do not assume any ordering, structure or meaning to the auction_id value"
dt_dv360_1595182791,p_Activity_1595182791,Event_Time,INTEGER,Time in microseconds since 1970-01-01 00:00:00 UTC
dt_dv360_1595182791,p_Activity_1595182791,DV360_Request_Time,INTEGER,"A Unix timestamp in microseconds (1/1,000,000 second) for when we received the ad request, for example1330403779608570represents Tuesday February 28th 2012 04:36:19.608570. Although this value is consistent across the view, click and conversion even it is not guaranteed to be unique - please use auction_id to join events"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Advertiser_ID,STRING,"The Display & Video 360 numerical ID for the advertiser related to the event, for example164332"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Insertion_Order_ID,INTEGER,"The Display & Video 360 numerical ID for the insertion order related to the event, for example1079941"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Line_Item_ID,INTEGER,"The Display & Video 360 numerical ID for the line item related to the event, for example1155785"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Creative_ID,STRING,"The Display & Video 360 numerical ID for the creative related to the event, for example 367487"
dt_dv360_1595182791,p_Activity_1595182791,Activity_ID,STRING,"The ID of the floodlight tag related to the conversion event, for example 802886"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Bid_Price_USD,INTEGER,"Bid price is the value that the line item assigns to the impression, prior to first-price auction adjustments. For a fixed-CPM line item, this is the line item's fixed CPM at the time of the bid. Although the bid is sent to exchanges as a CPM value, bid price is represented as a cost per impression value for consistency with other metrics. The bid price is in USD nanos. You can divide by 1,000,000,000 to see bid price in USD."
dt_dv360_1595182791,p_Activity_1595182791,DV360_Bid_Price_Partner_Currency,INTEGER,"Bid price is the value that the line item assigns to the impression, prior to first-price auction adjustments. For a fixed-CPM line item, this is the line item's fixed CPM at the time of the bid. Although the bid is sent to exchanges as a CPM value, bid price is represented as a cost per impression value for consistency with other metrics. The bid price is in partner currency nanos. You can divide by 1,000,000,000 to see bid price in actual partner currency."
dt_dv360_1595182791,p_Activity_1595182791,DV360_Bid_Price_Advertiser_Currency,INTEGER,"Bid price is the value that the line item assigns to the impression, prior to first-price auction adjustments. For a fixed-CPM line item, this is the line item's fixed CPM at the time of the bid. Although the bid is sent to exchanges as a CPM value, bid price is represented as a cost per impression value for consistency with other metrics. The bid price is in advertiser currency nanos. You can divide by 1,000,000,000 to see bid price in actual advertiser currency."
dt_dv360_1595182791,p_Activity_1595182791,DV360_URL,STRING,"The raw URL taken from the bid request received from the exchange, for example ""http://www.example.com"". As some exchanges mask the URL in their bid requests this value may be""source_url_hidden"""
dt_dv360_1595182791,p_Activity_1595182791,DV360_Site_ID,STRING,The Display & Video 360 numerical ID for the most specific universal site that matches the url
dt_dv360_1595182791,p_Activity_1595182791,DV360_Language,STRING,"The ISO-639-1 code or""zh_CN"" (Chinese (simplified)), ""zh_TW""(Chinese (traditional)) or""other"" representing the language related to the view event"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Adx_Page_Categories,STRING,"Contains the Ad Exchange page category IDs separated by a space, for example ""65 189"". The categories may not be mutually exclusive"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Matching_Targeted_Keywords,STRING,"A comma separated string containing a list of targeted keywords matching the page related to the view event, for example ""apple,orange,banana"". Although the page related to the view event may match many keywords, only those which were targeted will be included; if the list of keywords is large we may impose a limit to the number of keywords returned"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Exchange_ID,STRING,The Display & Video 360 numerical ID for the exchange that requested the ad
dt_dv360_1595182791,p_Activity_1595182791,DV360_Attributed_Inventory_Source_External_ID,STRING,The external ID of the attributed inventory source that Display & Video 360 selected as the best match from those accessible to the advertiser related to the view event based on floor price and auction type
dt_dv360_1595182791,p_Activity_1595182791,DV360_Attributed_Inventory_Source_Is_Public,BOOLEAN,True if inventory source is available to all buyers. False otherwise
dt_dv360_1595182791,p_Activity_1595182791,DV360_Ad_Position,INTEGER,"Specifies the position of the ad on the page if known. 1 represents above the fold, 2 represents below the fold"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Country_Code,STRING,"2-letter ISO 3166-1 country code identifying the best-guess country of the impression, for example ""US"""
dt_dv360_1595182791,p_Activity_1595182791,DV360_Designated_Market_Area_DMA_ID,STRING,"Designated Market Area code if known, for example 807"
dt_dv360_1595182791,p_Activity_1595182791,DV360_ZIP_Postal_Code,STRING,"The postal code identifying the best-guess postal area of the impression if known, for example ""98033"". Do not assume uniqueness across different countries"
dt_dv360_1595182791,p_Activity_1595182791,DV360_State_Region_ID,STRING,An integer matching the region integer availble in reporting and targeting
dt_dv360_1595182791,p_Activity_1595182791,DV360_City_ID,STRING,The Display & Video 360 numerical ID identifying the best-guess city of the impression
dt_dv360_1595182791,p_Activity_1595182791,DV360_Operating_System_ID,STRING,The Display & Video 360 numerical ID identifying the operating system related to this event
dt_dv360_1595182791,p_Activity_1595182791,DV360_Browser_Platform_ID,STRING,The Display & Video 360 numerical ID identifying the browser related to this event
dt_dv360_1595182791,p_Activity_1595182791,DV360_Browser_Timezone_Offset_Minutes,INTEGER,"The difference in minutes between the active timezone on the user browser and GMT-12, for example 1320 represents a browser timezone of GMT+10"
dt_dv360_1595182791,p_Activity_1595182791,DV360_Net_Speed,INTEGER,The Display & Video 360 numerical ID representing the network speed related to the view event.
dt_dv360_1595182791,p_Activity_1595182791,User_ID,STRING,"The tracking ID (it is based on, but does not expose the user's browser cookie or mobile device ID). This field may be zeroed out for privacy reasons."
dt_dv360_1595182791,p_Activity_1595182791,DV360_Matching_Targeted_Segments,STRING,"The names of targeted user lists that match the visitor separated by a space, for example ""-4 456"". If the visitor is in a user list that is not targeted by the ad associated with this event it will not be included here"
dt_dv360_1595182791,p_Activity_1595182791,DV360_ISP_ID,STRING,The Display & Video 360 numerical ID for the best-guess Internet Service Provider of the impression. This value may be missing
dt_dv360_1595182791,p_Activity_1595182791,DV360_Device_Type,INTEGER,"The numerical value of the identified device type. 0 = COMPUTER, 1 = OTHER, 2 = SMARTPHONE, 3 = TABLET, 4 = SMARTTV, 5 = CONNECTEDTV"
